RENGLÓN|CÓDIGO DE INSUMO|NOMBRE|CARACTERÍSTICAS|NOMBRE DE LA PRESENTACIÓN|CANTIDAD Y UNIDAD DE MEDIDA DE LA PRESENTACIÓN|CÓDIGO DE PRESENTACIÓN
211|31922|ARROZ BLANCO|Grano: Largo;|Saco|25 Libra|152695
211|31923|ARROZ PRECOCIDO|Tipo: Grano largo;|Bolsa|1 Libra|34762
269|32007|PEGAMENTO|Estado: Líquido; Uso: Pvc;|Bote|240 Mililitro|64960
247|32156|FORMULARIO 63-A2|Uso: Otros ingresos;|Talonario|50 Unidad(es)|35002
283|32189|MEZCLADORA DE DUCHA|Material: Metal;|Unidad|1 Unidad(es)|35037
292|32191|CEPILLO|Accesorios: Base para cepillo; Forma: Gusano; Material de cerdas: Plástico; Uso: Sanitario;|Unidad|1 Unidad(es)|35043
211|32230|GRANOLA|Clase: Cereal;|Bolsa|1 Libra|35108
211|32230|GRANOLA|Clase: Cereal;|Bolsa|400 Gramos|46158
211|32230|GRANOLA|Clase: Cereal;|Bolsa|500 Gramos|46163
211|32230|GRANOLA|Clase: Cereal;|Empaque|380 Gramos|84547
211|32233|PAN|Clase: Blanco; Tipo: Sandwich;|Paquete|16 Unidad(es)|35110
211|32233|PAN|Clase: Blanco; Tipo: Sandwich;|Paquete|20 Unidad(es)|35113
211|32233|PAN|Clase: Blanco; Tipo: Sandwich;|Paquete|24 Unidad(es)|66894
211|32233|PAN|Clase: Blanco; Tipo: Sandwich;|Paquete|720 Gramos|194269
261|32248|CEPA ATCC PSEUDOMONAS AERUGINOSA 25619|Área: Microbiología; Contenido del kit: Microorganismo liofilizado y líquido para rehidratación; Estado: Liofilizado; Número de pases de cepa original: No más de dos; Pureza: 100%; Uso: Control de calidad;|Unidad|1 Unidad(es)|35126
211|32251|ALBAHACA|Estado: Fresco; Grupo: Hierba;|Manojo|0.5 Libra|200030
211|32251|ALBAHACA|Estado: Fresco; Grupo: Hierba;|Manojo|1 Unidad(es)|35132
211|32266|CIRUELA|Estado: Deshidratadas;|Bolsa|1 Libra|35146
211|32267|ELOTE|Tipo: Amarillo;|Bandeja|4 Unidad(es)|35148
211|32278|CARNE ROJA|Animal: Res; Corte: Badilla;|Bolsa|1 Libra|35162
211|32293|MEDALLONES|Clase de carne: Pollo;|Caja|20 Unidad(es)|66593
211|32295|CARNE ROJA|Animal: Res; Corte: Viuda; Especialidad: Sin hueso;|Bolsa|1 Libra|35185
211|32300|YOGURT|Consistencia: Líquido; Sabor: Natural;|Bote|1 Litro|35190
241|32318|PAPEL BOND| Ancho: 8.5 Pulgadas;  Color: Blanco;  Gramaje: 80 Gramos;  Largo: 13 Pulgadas;  Tamaño: Oficio; |Resma|500 Unidad(es)|35219
241|32327|PAPEL BOND| Color: Blanco;  Gramaje: 80 Gramos;  Tamaño: Carta; |Resma|500 Unidad(es)|35227
247|32354|FORMULARIO 1-H|Uso: Constancia de ingreso a almacén e inventario;|Talonario|50 Unidad(es)|38376
253|32359|LLANTA|Clase: Todo terreno; Medida: 265/70 r16; Pliegos: 8; Tipo: Radial;|Unidad|1 Unidad(es)|35267
211|32364|HARINA| Tipo: Maíz y soya; |Bolsa|450 Gramos|39638
211|32364|HARINA| Tipo: Maíz y soya; |Empaque|454 Gramos|57710
211|32366|HARINA|Tipo: Maíz;|Empaque|820 Gramos|179818
254|32368|GUANTES|Color: Amarillo; Material: Hule; Talla: Mediana; Uso: Industrial;|Par|1 Unidad(es)|35281
211|32387|LECHE|Consistencia: Polvo; Tipo: Deshidratada;|Bolsa|2200 Gramos|35300
261|32419|PRUEBA DE EMBARAZO|Área: Inmunología; Metodología: Micromatografía; Reactivo: Si; Uso: Diagnóstico de laboratorio;|Casete|1 Unidad(es)|35344
211|32421|CHAMPURRADA|Tipo: Tostado;|Paquete|10 Unidad(es)|36234
211|32421|CHAMPURRADA|Tipo: Tostado;|Unidad|1 Unidad(es)|35346
211|32422|PAN|Tipo: Pirujo;|Unidad|1 Unidad(es)|35347
211|32426|SALSA| Clase: Barbacoa; |Botella|400 Gramos|35353
211|32426|SALSA| Clase: Barbacoa; |Envase|18 Onza|133876
211|32430|SOPA|Base: Crema;|Sobre|70 Gramos|44093
268|32472|TARUGO|Diámetro: 1/2 pulgada; Material: Plástico;|Unidad|1 Unidad(es)|35405
268|32474|TARUGO|Diámetro: 3/8 pulgadas; Material: Plástico;|Unidad|1 Unidad(es)|35406
269|32490|PASTA|Uso: Tapagoteras;|Envase|473 Mililitro|133189
268|32604|BOLSA PARA BASURA| Material: Plástico;  Tamaño: Jardinero; |Paquete|100 Unidad(es)|132500
268|32604|BOLSA PARA BASURA| Material: Plástico;  Tamaño: Jardinero; |Paquete|50 Unidad(es)|178966
268|32604|BOLSA PARA BASURA| Material: Plástico;  Tamaño: Jardinero; |Rollo|15 Unidad(es)|35548
268|32604|BOLSA PARA BASURA| Material: Plástico;  Tamaño: Jardinero; |Rollo|24 Unidad(es)|47828
268|32604|BOLSA PARA BASURA| Material: Plástico;  Tamaño: Jardinero; |Rollo|50 Unidad(es)|132499
268|32604|BOLSA PARA BASURA| Material: Plástico;  Tamaño: Jardinero; |Unidad|1 Unidad(es)|41562
283|32670|CLAVO|Con cabeza: Si; Largo: 5 Pulgadas(s); Material: Metal;|Bolsa|1 Libra|35633
291|32699|ENGRAPADORA PARA PARED|Material: Acero; Tamaño de grapa hasta: 8 Milímetro(s);|Unidad|1 Unidad(es)|35659
291|32702|ENGRAPADORA PARA PARED|Material: Acero y plástico; Tamaño de grapa hasta: 8 Milímetro(s);|Unidad|1 Unidad(es)|35661
293|32706|CRAYONES|Material: Madera; Tipo: Tradicional;|Caja|12 Unidad(es)|35666
293|32708|CRAYONES|Color: Varios; Tipo: Pastel;|Caja|12 Unidad(es)|35668
266|32742|PASTA LASSAR (ÓXIDO DE ZINC)|Concentración: 120gr; Forma farmacéutica: Tarro; Vía de administración: Tópica;|Tarro|1 Unidad(es)|35710
266|32743|PROPINOXATO|Concentración: 15ml; Forma farmacéutica: Solución; Vía de administración: Oral;|Frasco gotero|1 Unidad(es)|35712
291|32766|BANDERITAS|Ancho: 12.7 Milímetro(s); Clase: Adhesiva; Colores: 5; Largo: 43 Milímetro(s); Uso: Oficina;|Blíster|1 Unidad(es)|48355
291|32766|BANDERITAS|Ancho: 12.7 Milímetro(s); Clase: Adhesiva; Colores: 5; Largo: 43 Milímetro(s); Uso: Oficina;|Paquete|100 Unidad(es)|35733
269|32794|PEGAMENTO|Clase: Silicón; Estado: Líquido;|Bote|250 Mililitro|63204
269|32794|PEGAMENTO|Clase: Silicón; Estado: Líquido;|Envase|250 Gramos|74996
269|32794|PEGAMENTO|Clase: Silicón; Estado: Líquido;|Envase|500 Mililitro|132410
295|32800|CINTA QUIRÚRGICA|Ancho: 1 Pulgadas(s); Color: Piel; Tipo: Desechable; Uso: Médico;|Rollo|1 Unidad(es)|35769
241|32979|PAPEL BOND| Color: Blanco;  Gramaje: 120 Gramos;  Tamaño: Oficio; |Resma|500 Unidad(es)|56111
211|33091|JUGO|Clase: Artificial; Sabor: Fruta;|Lata|330 Mililitro|36156
211|33091|JUGO|Clase: Artificial; Sabor: Fruta;|Tetra pak|200 Mililitro|36157
291|33094|MEMORIA USB|Capacidad: 32 Gigabyte(s);|Unidad|1 Unidad(es)|36164
291|33096|GRAPA| Tamaño: 5/16 pulgadas;  Tipo de grapas: De pared; |Caja|1000 Unidad(es)|36171
291|33096|GRAPA| Tamaño: 5/16 pulgadas;  Tipo de grapas: De pared; |Caja|1080 Unidad(es)|66716
211|33100|TAMARINDO|Tipo: Concentrado; Uso: Bebida natural;|Botella|750 Mililitro|36181
262|33102|COMBUSTIBLE|Monto: Q 100.00; Tipo: Cupón de combustible;|Cupón|1 Unidad(es)|36183
211|33108|FRIJOL NEGRO|Tipo: Grano;|Bolsa|1 Libra|36206
211|33108|FRIJOL NEGRO|Tipo: Grano;|Empaque|400 Gramos|72904
211|33108|FRIJOL NEGRO|Tipo: Grano;|Saco|25 Libra|36208
211|33125|BOQUITAS|Clase: Típicas; Tipo: Saladas;|Unidad|1 Unidad(es)|36271
211|33134|REFRESCO|Tipo: Natural;|Unidad|1 Vaso|36286
281|33190|PERFIL ANGULAR|Ancho: 3/4 pulgadas; Grosor: 1/8 pulgadas; Largo: 6 Metro(s); Material: Hierro;|Unidad|1 Unidad(es)|36373
268|33290|ADAPTADOR|Diámetro: 3/4 pulgadas; Material: Pvc; Tipo: Macho; Uso: Agua potable;|Unidad|1 Unidad(es)|36476
268|33291|ADAPTADOR|Diámetro: 1/2 pulgadas; Material: Pvc; Tipo: Macho; Uso: Agua potable;|Unidad|1 Unidad(es)|36478
268|33302|ADAPTADOR|Diámetro: 3/4 pulgadas; Material: Pvc; Tipo: Hembra; Uso: Agua potable;|Unidad|1 Unidad(es)|37335
268|33331|SIFÓN|Diámetro: 1 1/4 pulgadas; Material: Plástico; Uso: Lavamanos;|Unidad|1 Unidad(es)|36517
268|33344|CODO|Ángulo: 45 grados; Diámetro: 1/2 pulgada; Material: Pvc; Uso: Agua potable;|Unidad|1 Unidad(es)|36531
261|33353|ADITIVO|Estado: Líquido; Finalidad: Previene oxidación en el motor, protege el depósito del motor, hace el aceite más viscoso;|Envase|1 Litro|39776
261|33354|ADITIVO PROTECTOR DE BOMBA DE AGUA|Estado: Líquido; Finalidad: Previene fugas y mejora el sistema de enfriamiento;|Envase|237 Milímetro|60368
297|33375|CABLE|Calibre: Awg 8; Color: Rojo; Material: Cobre; Tipo: Thhn; Uso: Eléctrico;|Rollo|1 Metro|49105
297|33380|CABLE|Calibre: Awg 8; Color: Blanco; Material: Cobre; Tipo: Thhn; Uso: Eléctrico;|Rollo|1 Metro|49119
292|33414|PALO PARA TRAPEADOR|Material: Madera;|Unidad|1 Unidad(es)|36603
211|33443|TOCINO|Animal: Cerdo;|Paquete|460 Gramos|73864
211|33444|HARINA PREPARADA| Sabor: Varios;  Tipo: Para pastel; |Caja|454 Gramos|36642
211|33444|HARINA PREPARADA| Sabor: Varios;  Tipo: Para pastel; |Empaque|432 Gramos|175471
211|33446|TORTILLA|Clase: De maíz; Tipo: Horneada;|Empaque|40 Unidad(es)|188195
211|33447|SALSA|Tipo: Preparadas;|Bolsa doy pack|8 Onza|40168
211|33447|SALSA|Tipo: Preparadas;|Dispensador|12 Unidad(es)|39711
211|33448|CARNE ROJA|Animal: Res; Corte: Bistec;|Bolsa|1 Libra|36649
211|33450|HELADO|Tipo: Cremoso;|Bote|1072 Gramos|121779
211|33450|HELADO|Tipo: Cremoso;|Envase|1 Galón|36655
281|33469|BARRA|Forma: Redonda; Grosor: 1/2 pulgadas; Largo: 6 Metro(s); Material: Hierro; Tipo: Liso;|Unidad|1 Unidad(es)|36677
297|33478|CABLE PARALELO|Calibre: 12; Uso: Eléctrico;|Rollo|100 Metro|36687
283|33504|CONTRALLAVE AMERICANA|Diámetro de entrada: 3/8 pulgadas; Diámetro de salida: 1/2 pulgadas; Material: Metal cromado; Tipo: De pared;|Unidad|1 Unidad(es)|36720
283|33512|CONTRALLAVE AMERICANA|Diámetro de entrada: 3/8 pulgadas; Diámetro de salida: 1/2 pulgadas; Material: Metal cromado; Tipo: Al piso;|Unidad|1 Unidad(es)|36721
268|33590|JUEGO DE ACCESORIOS PARA TANQUE (KIT DE REPUESTOS)|Tipo: Tanque tradicional; Uso: Inodoro;|Juego|1 Unidad(es)|36800
268|33592|JUEGO DE ACCESORIOS PARA TANQUE (KIT DE REPUESTOS)|Tipo: Tanque doble descarga; Uso: Inodoro;|Juego|1 Unidad(es)|36802
189|33720|PRUEBAS PSICOMÉTRICAS|Tipo: Servicio;|Unidad|1 Unidad(es)|36934
291|33728|TAPE MÁGICO|Ancho: 18 Milímetro(s); Largo: 25 Metro(s);|Rollo|1 Unidad(es)|36941
268|33731|NYLON|Uso: Forro;|Unidad|1 Yarda|36945
261|33779|SELLADOR|Color: Blanco; Material: Silicón; Uso: Vidriería;|Cartucho|300 Mililitro|36999
328|33902|UNIDAD DE PODER ININTERRUMPIDO (UPS)|Capacidad de corriente: 780 Voltio(s); Número de tomas: 6; Regulador incorporado: Si; Voltaje de alimentación: 120 Voltio(s);|Unidad|1 Unidad(es)|37122
254|33916|SAPITO (SANITARIO)|Material: Hule; Tamaño: 10 Centímetro(s); Uso: Depósito;|Unidad|1 Unidad(es)|37136
266|34045|AMOXICILINA + ÁCIDO CLAVULÁNICO|Concentración: 400mg + 57mg/5ml; Forma farmacéutica: Suspensión; Vía de administración: Oral;|Frasco|70 Mililitro|67347
273|34094|INODORO CON TANQUE|Capacidad de descarga: 6 Litro(s); Estilo: Elongado; Material: Porcelana vitrificada; Tipo: Tradicional;|Unidad|1 Unidad(es)|37332
297|34155|TOMACORRIENTE|Color: Blanco; Polarizado: Si; Tipo: Doble; Voltaje: 120 Voltio(s);|Unidad|1 Unidad(es)|37402
297|34181|FLIPÓN|Corriente: 40 Amperio(s); Interruptores: 1; Uso: Tablero eléctrico;|Unidad|1 Unidad(es)|37430
289|34241|PASADOR PARA PUERTA|Largo: 3 Pulgadas(s); Material: Metal; Tipo: Pin;|Unidad|1 Unidad(es)|37492
297|34244|CABLE|Calibre: 10; Color: Blanco; Tipo: Thhn;|Rollo|1 Metro|50886
243|34317|SERVILLETAS|Ancho: 22.5 Centímetro(s); Hojas: Absorbente; Largo: 20.5 Centímetro(s); Material: Papel;|Paquete|1000 Unidad(es)|37573
211|34405|PASTA|Forma: Fideos; Tipo: Lasaña;|Empaque|255 Gramos|72916
211|34503|CAFÉ|Clase: Tostado y molido; Procedencia: Antigua;|Paquete|460 Gramos|37787
211|34504|CAFÉ|Clase: Tostado y molido; Procedencia: Huehuetenango;|Paquete|460 Gramos|37789
211|34505|CAFÉ|Clase: Tostado y molido; Procedencia: Cobán;|Paquete|460 Gramos|37791
211|34507|CAFÉ|Clase: Tostado y molido; Procedencia: Diferentes regiones de guatemala; Tipo: Mejores granos;|Paquete|460 Gramos|138112
211|34510|CAFÉ|Clase: Tostado y molido; Procedencia: Nacional; Tipo: Mezcla de café de primera calidad;|Paquete|350 Gramos|37796
292|34530|PAÑOS (TOALLAS) DE LIMPIEZA|Ancho: 25 Centímetro(s); Largo: 34 Centímetro(s); Propiedades: Resistente y de gran absorbencia; Tipo: Reutilizable; Uso: Industrial;|Unidad|1 Unidad(es)|203650
243|34543|FOLDER|Clase: Manila; Color: Varios; Tamaño: Carta;|Paquete|100 Unidad(es)|37835
243|34543|FOLDER|Clase: Manila; Color: Varios; Tamaño: Carta;|Unidad|1 Unidad(es)|37834
243|34544|FOLDER|Clase: Manila; Color: Varios; Tamaño: Oficio;|Paquete|100 Unidad(es)|37837
243|34544|FOLDER|Clase: Manila; Color: Varios; Tamaño: Oficio;|Unidad|1 Unidad(es)|37836
243|34578|PAPEL CARBÓN| Ancho: 8.26 Pulgadas;  Largo: 13 Pulgadas;  Tipo: Oficio; |Caja|100 Unidad(es)|37883
291|34579|MARCADOR|Color: Varios; Tipo: Resaltador;|Caja|12 Unidad(es)|67058
291|34579|MARCADOR|Color: Varios; Tipo: Resaltador;|Unidad|1 Unidad(es)|37885
266|34586|CIPROFLOXACINA|Concentración: 500mg; Forma farmacéutica: Tableta; Vía de administración: Oral;|Blíster|10 Unidad(es)|38712
266|34586|CIPROFLOXACINA|Concentración: 500mg; Forma farmacéutica: Tableta; Vía de administración: Oral;|Unidad|1 Unidad(es)|37892
266|34605|HIDRÓXIDO DE ALUMINIO + MAGNESIO + SIMETICONA|Acción del medicamento: Antiácido; Concentración: 4 + 4 + 0.4; Forma farmacéutica: Jarabe; Vía de administración: Oral;|Frasco|360 Mililitro|37918
266|34636|MULTIVITAMÍNICO|Forma farmacéutica: Solución; Vía de administración: Oral;|Frasco|240 Mililitro|37954
328|34641|DISCO DURO|Capacidad: 4 Terabyte(s); Interfaz: Usb;|Unidad|1 Unidad(es)|37959
211|34673|LECHE|Clase: Maternizada; Consistencia: Polvo; Edad: 6 a 12 meses;|Bote|1100 Gramos|66878
211|34675|LECHE|Clase: Maternizada; Consistencia: Polvo; Edad: 0 a 6 meses;|Bote|1100 Gramos|66881
211|34675|LECHE|Clase: Maternizada; Consistencia: Polvo; Edad: 0 a 6 meses;|Bote|800 Gramos|66879
211|34880|CARNE BLANCA|Animal: Pollo; Corte: Pierna y cuadril;|Bolsa|1 Libra|38252
211|34883|CARNE BLANCA|Animal: Cerdo; Corte: Posta;|Bolsa|1 Libra|38256
211|34889|FLAN|Clase: Polvo;|Empaque|1 Libra|38270
266|34892|SUERO ORAL|Forma farmacéutica: Polvo; Presentación: Sobre; Vía de administración: Oral;|Unidad|1 Unidad(es)|38272
219|34895|TUSA|Tipo: Seca;|Manojo|1 Unidad(es)|38274
219|34895|TUSA|Tipo: Seca;|Manojo|12 Unidad(es)|46674
292|34906|CEPILLO|Material: Plástico; Uso: Limpieza;|Unidad|1 Unidad(es)|38288
211|35045|SOPA|Sabor: Pollo; Tipo: Crema;|Sobre|75 Gramos|45813
211|35051|LECHE|Consistencia: Polvo; Tipo: Deslactosada;|Bolsa|400 Gramos|39529
211|35053|SAZONADOR|Tipo: Completo; Uso: Condimento;|Bolsa|1 Libra|66382
211|35053|SAZONADOR|Tipo: Completo; Uso: Condimento;|Frasco|180 Gramos|87064
211|35107|MANDARINA|Grupo: Fruta;|Bolsa|1 Libra|96242
211|35107|MANDARINA|Grupo: Fruta;|Unidad|1 Unidad(es)|45410
182|35119|TOMOGRAFÍA HELICOIDAL CEREBRAL SIN MEDIO DE CONTRASTE|Tipo: Servicio;|Unidad|1 Unidad(es)|38502
266|35504|DEXTROMETORFANO|Acción del medicamento: Antitusivo; Concentración: 15 mg /05 ml; Forma farmacéutica: Jarabe; Vía de administración: Oral;|Frasco|120 Mililitro|38910
292|35601|LIMPIADOR|Uso: Limpia muebles y otras superficies;|Envase con atomizador|650 Mililitro|39029
291|35821|CLIPS|Ancho: 9 Milímetro(s); Color: Colores; Largo: 33 Milímetro(s); Material: Metálicos  con forro de vinyl; Tamaño: Estándar;|Paquete|100 Unidad(es)|158931
291|35822|CLIPS|Ancho: 11 Milímetro(s); Color: Colores; Largo: 50 Milímetro(s); Material: Metálicos  con forro de vinyl; Tamaño: Jumbo;|Caja|100 Unidad(es)|48017
299|35857|VASO DESECHABLE|Capacidad: 8 Onza(s); Material: Duroport;|Caja|1000 Unidad(es)|77711
299|35857|VASO DESECHABLE|Capacidad: 8 Onza(s); Material: Duroport;|Paquete|25 Unidad(es)|40747
268|35873|CODO|Ángulo: 90 grados; Diámetro: 3/4 pulgadas; Material: Pvc; Tipo de conexión: Liso; Uso: Agua potable;|Unidad|1 Unidad(es)|39347
268|35897|CODO|Ángulo: 90 grados; Color: Blanco; Diámetro: 1/2 pulgadas; Material: P.v.c.; Presión máxima: 250 Libra por Pulgada Cuadrada(s); Tipo de conexión: Liso; Uso: Agua potable;|Unidad|1 Unidad(es)|39368
266|35967|BUDESONIDA|Concentración: 0.05 mg/1ml; Forma farmacéutica: Suspensión para inhalación; Vía de administración: Nasal;|Ampolla|2 Mililitro|39472
266|35967|BUDESONIDA|Concentración: 0.05 mg/1ml; Forma farmacéutica: Suspensión para inhalación; Vía de administración: Nasal;|Envase aspersor|10 Mililitro|39481
299|36029|RODILLO PARA PINTAR|Diámetro: 2 Pulgadas(s); Material: Felpa;|Unidad|1 Unidad(es)|39541
268|36104|UNIÓN|Conexión: Roscada; Diámetro: 1/2 pulgadas; Material: P.v.c.; Tipo: Universal; Uso: Agua potable;|Unidad|1 Unidad(es)|39628
268|36105|UNIÓN|Conexión: Roscada; Diámetro: 3/4 pulgadas; Material: P.v.c.; Tipo: Universal; Uso: Agua potable;|Unidad|1 Unidad(es)|39631
261|36190|ALCOHOL ETÍLICO|Concentración: 70%; Estado: Líquido; Vía de administración: Tópico;|Envase|1 Litro|39744
262|36196|GRASA|Densidad: Grafitada; Uso: Vehículos;|Tarro|1 Libra|39749
262|36196|GRASA|Densidad: Grafitada; Uso: Vehículos;|Tarro|4 Onza|105569
268|36231|NYLON|Ancho: 1 Metro(s); Clase: Delgado; Color: Varios; Material: Plástico;|Unidad|1 Yarda|39786
266|36323|PERÓXIDO DE HIDROGENO (AGUA OXIGENADA)|Concentración: 3%; Forma farmacéutica: Líquido; Vía de administración: Tópico;|Frasco|500 Mililitro|41482
211|36391|RETOÑO DE SOYA|Tipo: Vegetal;|Bolsa|1 Libra|39984
295|36392|TUBO|Capacidad: 10 Mililitro(s); Material: Vidrio; Tipo de tubo: Liso; Uso: Centrifuga en hemocultivo adultos;|Unidad|1 Unidad(es)|39985
211|36414|GÜICOY TIERNO (GÜICOYITO)|Tipo: Vegetal;|Unidad|1 Libra|79271
328|36417|UNIDAD DE PODER ININTERRUMPIDO (UPS)|Capacidad de carga: 750 Voltiamperio(s); Entrada de funcionamiento: Con botón de normalización; Frecuencia: 60 Hercio(s); Número de tomas: 12; Protección de tomas con batería y regulador: 6; Protección de tomas con regulador de voltaje: 6; Tiempo mínimo de respaldo de batería: 5 Minuto(s); Tipo de alarma: Visual y sonara; Uso: Protección; Voltaje de alimentación: 120 Voltio(s);|Unidad|1 Unidad(es)|40028
211|36500|CEREAL|Grano: Maíz, trigo y avena; Sabor: Frutas;|Empaque|790 Gramos|155552
211|36502|CHOCOLATE|Tipo: Chispas;|Empaque|340 Gramos|86206
211|36512|ORÉGANO|Tipo: Entero; Uso: Condimento;|Bolsa|1 Libra|40125
242|36534|PAPEL CELOFÁN| Ancho: 90 Centímetro;  Largo: 100 Centímetro; |Pliego|1 Unidad(es)|40146
268|36536|FOAMY|Ancho: 22 Pulgadas(s); Largo: 34 Pulgadas(s);|Pliego|1 Unidad(es)|40150
292|36541|CEPILLO|Forma: Gusano; Material de asa: Alambre; Material de cerda: Natural; Uso: Limpieza de biberón;|Unidad|1 Unidad(es)|51341
292|36618|ESPONJA|Material: Metal; Uso: Lavatrastos;|Unidad|1 Unidad(es)|40260
268|36627|PLÁSTICO ADHESIVO|Ancho: 0.45 Metro(s); Color: Transparente; Largo: 20 Metro(s);|Rollo|1 Unidad(es)|40271
292|36643|QUITAGRASA|Estado: Líquido; Uso: Cocina;|Botella|650 Mililitro|40288
292|36643|QUITAGRASA|Estado: Líquido; Uso: Cocina;|Botella|900 Mililitro|134238
211|36746|CARNE ROJA|Animal: Res; Corte: Paleta entera;|Bolsa|1 Libra|40406
295|36776|JERINGA| Capacidad: 5 Mililitro;  Condición: Estéril, descartable, libre de pirógenos y libre de látex;  Contiene: Émbolo, escala milimétrica, acople luer lock y sistema de seguridad;  Incluye: Aguja calibre 22 g x 1 1/2 pulgada tribiselada y siliconizada;  Piezas: 3 ; |Unidad|1 Unidad(es)|40440
295|36777|JERINGA| Capacidad: 10 Mililitro;  Condición: Estéril, descartable y libre de pirógenos;  Contiene: Escala y acople luer lock;  Incluye: Aguja calibre 22 g x 1 1/2 pulgada tribiselada y siliconizada;  Piezas: 3 ; |Unidad|1 Unidad(es)|40442
211|36970|TÉ|Clase: Frío; Estado: Polvo; Sabor: Varios;|Empaque|2 Kilogramos|98828
291|37087|SELLO|Ancho: 30 Milímetro(s); Forma: Rectangular; Largo: 50 Milímetro(s); Material: Plástico; Tipo: Automático;|Unidad|1 Unidad(es)|40780
291|37088|SELLO|Ancho: 40 Milímetro(s); Forma: Rectangular; Largo: 64 Milímetro(s); Material: Plástico; Tipo: Automático;|Unidad|1 Unidad(es)|40781
211|37102|PAN TOSTADO|Clase: Blanco; Tipo: Rodaja;|Paquete|210 Gramos|40797
266|37177|LEVETIRACETAM|Concentración: 500mg; Forma farmacéutica: Comprimido, tableta; Vía de administración: Oral;|Caja|30 Unidad(es)|67968
266|37179|ESCITALOPRAM OXALATO|Concentración: 10mg; Forma farmacéutica: Tableta recubierta; Vía de administración: Oral;|Unidad|1 Unidad(es)|179537
266|37285|INSULINA NPH HUMANA|Concentración: 100u/ml; Forma farmacéutica: Solución inyectable;|Vial|10 Mililitro|41011
266|37291|KETOTIFENO FUMARATO|Concentración: 0.05%; Forma farmacéutica: Solución oftálmica;|Frasco gotero|10 Mililitro|180052
266|37313|AMOXICILINA|Concentración: 500mg; Forma farmacéutica: Tableta; Vía de administración: Oral;|Caja|30 Unidad(es)|158553
266|37313|AMOXICILINA|Concentración: 500mg; Forma farmacéutica: Tableta; Vía de administración: Oral;|Unidad|1 Unidad(es)|41052
243|37392|TOALLA|Ancho: 7.75 Pulgadas(s); Largo: 800 Pies(s); Material: Papel; Tipo: Rollo;|Caja|12 Unidad(es)|41153
211|37494|MANZANILLA|Tipo: Flor;|Manojo|1 Unidad(es)|41273
211|37520|CARNE ROJA|Animal: Res; Corte: Lomo;|Bolsa|1 Libra|41310
266|37553|METILFENIDATO| Concentración: 10mg;  Forma farmacéutica: Tableta;  Vía de administración: Oral; |Caja|30 Unidad(es)|153615
266|37586|DICLOXACILINA|Concentración: 125mg/5ml; Forma farmacéutica: Polvo para suspensión;|Frasco|120 Mililitro|41394
266|37586|DICLOXACILINA|Concentración: 125mg/5ml; Forma farmacéutica: Polvo para suspensión;|Frasco|60 Mililitro|41393
322|37615|SILLA DE ESPERA|Apoyo de brazo: No; Material de asiento: Tela; Tipo: 4 patas;|Unidad|1 Unidad(es)|41442
211|37656|HABA|Tipo: Legumbre;|Unidad|1 Libra|41489
211|37667|ORÉGANO|Tipo: Hoja; Uso: Condimento;|Manojo|1 Unidad(es)|41505
271|37700|AZULEJO|Ancho: 20.5 Centímetro(s); Largo: 20.5 Centímetro(s); Material: Cerámica; Tipo: Antideslizante;|Metro|1 Metro Cuadrado|41544
295|37730|CINTA QUIRÚRGICA|Ancho: 1/2 pulgada; Largo: 10 Yarda(s); Material: Microporosa; Tipo: Baton de cinta; Uso: Quirurgico;|Rollo|1 Unidad(es)|41591
211|37786|CARNE BLANCA|Animal: Cerdo; Corte: Lomo de cinta;|Bolsa|1 Libra|41668
266|37841|BUDESONIDA|Concentración: 0.5 mg/ml; Forma farmacéutica: Solución  para nebulizar; Vía de administración: Nasal;|Ampolla|2 Mililitro|67502
266|37847|FENITOÍNA SÓDICA|Concentración: 100mg; Forma farmacéutica: Cápsula; Vía de administración: Oral;|Caja|100 Unidad(es)|67829
266|37886|CLORURO DE SODIO|Concentración: 0.90%; Forma farmacéutica: Solución; Vía de administración: Nasal;|Frasco aerosol|50 Mililitro|123243
211|37915|DESAYUNO|Tipo: Alimento; Uso: Capacitaciones, talleres y eventos escolares;|Ración|1 Unidad(es)|41862
